241.87988,237.60742,212.64404,231.25977,238.40088,228.75732,224.48486,235.16602,243.71094,239.86572,229.85596,221.25,226.49902,215.02441,211.11816,243.71094,231.25977,220.88379,230.22217,218.56445,225.52246,223.93555,224.60693,231.38184,227.35352,213.68164,234.18945,225.21729,230.46631,224.48486,229.48975,228.75732,218.32031,226.74316,222.40967,227.41455,237.18018,232.48047,222.2876,210.81299
240.90332,230.03906,218.62549,224.97314,217.52686,237.30225,237.30225,231.01562,233.396,224.5459,229.42871,232.48047,216.24512,210.62988,216.06201,231.5039,207.7002,208.61572,223.63037,219.66309,210.3247,223.81348,244.56543,220.0293,206.23535,216.48926,200.43701,204.16016,230.40527,224.24072,207.51709,219.84619,208.18848,224.5459,221.55518,230.64941,211.1792,229.73389,210.93506,224.24072
232.23633,200.86426,208.31055,214.90234,227.96387,229.97803,190.54932,230.71045,222.53174,220.70068,227.96387,198.11768,228.14697,234.49463,224.85107,240.354,227.90283,225.5835,232.41943,233.64014,211.60645,229.85596,217.9541,240.41504,223.20312,236.08154,234.86084,207.57812,217.52686,232.1753,199.58252,235.10498,233.21289,226.19385,225.9497,224.3628,216.42822,219.60205,229.73389,226.31592
231.74805,230.40527,226.01074,220.09033,234.7998,222.16553,229.12354,223.81348,216.67236,239.19434,235.6543,233.88428,228.08594,239.9878,230.34424,219.1748,210.3247,236.14258,237.0581,214.71924,224.91211,214.41406,211.3623,220.51758,221.73828,235.04395,215.32959,219.90723,231.19873,220.70068,221.00586,237.11914,227.23145,214.35303,232.3584,238.33984,220.76172,217.771,224.11865,232.84668
241.02539,214.84131,221.12793,225.27832,213.86475,221.37207,225.15625,209.83643,226.8042,226.37695,220.51758,201.65771,221.37207,223.63037,223.14209,230.16113,232.60254,234.73877,240.354,223.08105,211.05713,214.41406,200.13184,222.10449,236.875,216.06201,226.31592,223.75244,223.14209,213.92578,220.63965,207.39502,203.42773,213.19336,226.8042,230.71045,234.67773,220.0293,229.2456,226.19385
214.53613,232.78564,223.6914,220.39551,224.91211,218.01514,223.5083,230.40527,216.5503,212.15576,216.85547,229.73389,208.12744,215.6958,214.78027,210.44678,225.09521,228.63525,229.55078,219.78516,228.94043,228.81836,226.25488,229.79492,210.69092,228.14697,206.35742,223.87451,217.89307,223.38623,229.79492,217.64893,228.39111,220.39551,217.9541,222.95898,211.85059,232.23633,225.33936,227.65869
237.60742,221.67725,210.08057,220.33447,221.79932,216.24512,215.8789,222.04346,218.8086,230.1001,229.42871,215.45166,229.79492,222.2876,232.29736,219.78516,202.39014,218.86963,222.71484,228.0249,216.7334,232.1753,220.2124,221.98242,213.2544,220.70068,203.67188,225.52246,237.36328,219.84619,203.06152,225.21729,237.97363,226.25488,234.18945,233.88428,216.97754,224.17969,228.39111,213.49854
226.07178,214.35303,222.95898,208.24951,228.69629,210.9961,218.25928,214.96338,215.20752,228.08594,215.93994,219.78516,216.00098,228.14697,208.37158,211.05713,210.69092,235.53223,235.89844,234.6167,222.95898,225.7666,232.90771,240.354,232.23633,230.83252,209.77539,233.02979,204.22119,232.78564,215.26855,223.14209,213.6206,202.81738,214.29199,215.93994,210.62988,220.09033,214.96338,204.89258
231.01562,220.45654,236.75293,238.46191,210.3247,213.55957,228.63525,210.44678,229.18457,207.63916,226.86523,233.64014,229.55078,204.16016,207.33398,217.09961,219.78516,220.45654,237.18018,208.49365,208.31055,218.56445,238.46191,220.45654,226.13281,219.66309,235.22705,219.96826,210.56885,210.26367,211.11816,214.90234,226.43799,205.13672,215.02441,210.81299,211.3623,200.43701,217.64893,220.09033
230.64941,230.71045,227.78076,218.74756,224.79004,225.9497,215.26855,215.5127,216.61133,205.25879,226.6211,223.08105,222.59277,210.44678,215.20752,219.05273,218.74756,227.17041,208.12744,205.01465,200.62012,233.88428,222.16553,218.1372,207.94434,216.48926,219.54102,225.52246,240.47607,221.73828,200.9253,206.60156,212.2168,207.63916,203.3667,199.64355,192.2583,207.94434,220.76172,194.45557
219.11377,220.51758,232.96875,227.41455,210.3247,209.34814,209.53125,203.79395,211.3623,228.0249,219.54102,192.56348,200.43701,221.4331,206.41846,226.07178,202.20703,235.71533,219.05273,229.12354,228.45215,228.94043,231.93115,231.99219,204.64844,217.34375,226.68213,228.57422,231.44287,215.08545,227.78076,233.396,219.72412,229.61182,208.67676,204.52637,229.0625,211.97266,214.90234,202.02393
217.28271,219.41895,225.70557,228.75732,225.70557,218.01514,218.1372,216.67236,220.45654,217.28271,210.38574,228.26904,225.15625,229.00146,219.60205,217.9541,224.79004,212.3999,207.57812,226.49902,223.08105,214.41406,199.94873,224.3628,219.54102,210.26367,223.26416,211.1792,218.07617,217.52686,213.2544,210.01953,205.86914,207.33398,215.75684,209.28711,207.27295,217.22168,202.02393,217.58789
231.99219,219.35791,218.07617,220.0293,205.50293,206.23535,225.40039,217.64893,205.07568,221.61621,214.41406,224.17969,207.27295,224.05762,195.79834,231.01562,212.09473,228.75732,225.7666,205.38086,212.76611,210.50781,189.87793,217.89307,214.41406,212.09473,186.27686,216.5503,213.98682,219.05273,206.8457,210.75195,204.46533,208.43262,215.81787,203.24463,212.70508,201.71875,200.98633,206.29639
